oid_ktovet,id_ktovet,k_rechov,t_rechov,ms_bayit,knisa,t_bayit_veknisa,t_ktovet_melea,x,y,ms_gush,ms_chelka,k_status_hesder,UniqueId,lon,lat,date_import,garbage,cleaning,gezem,recycle_blue,recycle_orange,t_rechov_eng,Longitude,Latitude
48920,128093,4884,4884,8, ,8 ,4884 8 ,181569.86,661323.11,6137,120,0,527-128093,34.803306,32.044494,13/03/2026 00:44:42,כל השבוע,"א, ה",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,4884,34.80330602908582,32.04449555634485
48921,125313,3372,"הרא""ש",3, ,3 ,"הרא""ש 3 ",178200.03,662438.95,7052,57,0,527-125313,34.76758,32.054442,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,ג,ב,HAROSH,34.767580203602066,32.05444006473337
48922,213726,4870,4870,7,,7,4870 7,179831.45,662780.19,6977,267,0,527-213726,34.78484,32.057574,13/03/2026 00:44:42,,,בימים א' ו- ג' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,,34.78484063472408,32.05757561629918
48923,214139,1185,ישראל טל,11,,11,ישראל טל 11,179814.55,663481.63,7077,57,0,527-214139,34.784633,32.063899,13/03/2026 00:44:42,,,בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,Israel Tall,34.78463283066255,32.06390048891546
48924,211517,1314,"אוניברסיטת ת""א",438,,438,"אוניברסיטת ת""א 438",181541.09,668692.83,6629,234,0,527-211517,34.802711,32.110951,13/03/2026 00:44:42,"ב, ד, ו","א, ג, ה",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,,34.80271085740003,32.110953050843946
48925,127462,4150,בושם,80, ,80 ,בושם 80 ,181319.5,661503.19,6137,124,0,527-127462,34.800648,32.046109,13/03/2026 00:44:42,כל השבוע,"ב, ו",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,BOSEM,34.80064820046664,32.04611107045161
48926,106161,3374,אברבנאל,55, ,55 ,אברבנאל 55 ,178143.72,662477.41,7052,169,0,527-106161,34.766982,32.054787,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,"ג,ד",ה,ABARVANEL,34.76698232505515,32.05478488659231
48927,119203,509,לינקולן,21, ,21 ,לינקולן 21 ,179683.93,663747.58,7104,254,0,527-119203,34.783238,32.066293,13/03/2026 00:44:42,כל השבוע,"א, ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,LINCOLN,34.78323865035571,32.06629413071455
48928,214269,3001,ירושלים,72,א,72א,ירושלים 72א,177326.96,661694.33,7024,106,0,527-214269,34.758368,32.047697,13/03/2026 00:44:42,,,בימים ב' ו- ד' 06:00 - 18:00,ד,ה,YERUSHALAYIM,34.758368218294365,32.04769309672502
48929,118546,376,"ריב""ל",14, ,14 ,"ריב""ל 14 ",179617.82,663326.75,6976,248,0,527-118546,34.782556,32.062496,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,RIVAL,34.78255593398913,32.06249690861926
48930,85515,673,סולד הנרייטה,28, ,28 ,סולד הנרייטה 28 ,180545.84,665553.51,6110,219,0,527-85515,34.792293,32.082608,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,,,SZOLD HENRIETTA,34.792293183024796,32.08260963009194
48931,66190,27,הירקון,72, ,72 ,הירקון 72 ,178157.16,664851.48,6907,171,0,527-66190,34.767023,32.076196,13/03/2026 00:44:42,כל השבוע,כל יום,בימים א' ו- ג' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,HAYARKON,34.767022767244,32.07619405186769
48932,121034,985,ברודצקי,16,א,16א,ברודצקי 16א,181004.65,668118.59,6772,16,0,527-121034,34.797051,32.105755,13/03/2026 00:44:42,כל השבוע,"א, ב, ג, ו",בימים ב' ו- ד' 06:00 - 18:00,ו,ד,BRODETCKY,34.79705022831655,32.10575657318364
48933,109853,3620,אסירי ציון,7, ,7 ,אסירי ציון 7 ,179045.1,661526.43,6970,103,0,527-109853,34.776566,32.046241,13/03/2026 00:44:42,כל השבוע,"א, ב, ד, ה, ו",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,ה,ASIREY TSIYON,34.776566647438884,32.04624166353285
48934,70260,115,זרובבל,8, ,8 ,זרובבל 8 ,177972.52,664207.0,6916,130,0,527-70260,34.765095,32.070378,13/03/2026 00:44:42,כל השבוע,כל יום,בימים א' ו- ג' 06:00 - 18:00,ו,ה,ZERUBAVEL,34.76509503119092,32.07037555919725
48935,206524,3729,נמל יפו,4,א,4א,נמל יפו 4א,176538.72,662103.1,9004,58,0,527-206524,34.750004,32.051357,13/03/2026 00:44:42,כל השבוע,"א, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,לא קיים פינוי,NEMAL YAFO,34.750004280043775,32.05134963094409
48936,99167,2123,אלתרמן נתן,22, ,22 ,אלתרמן נתן 22 ,183308.5,669709.79,6625,218,0,527-99167,34.821399,32.120182,13/03/2026 00:44:42,"ב, ד, ו","א, ב, ד, ה, ו",בימים א' ו- ג' 06:00 - 18:00,א,ג,ALTERMAN,34.821398677261556,32.12018167377967
48937,207910,1306,פקלמן הניה,6,,6,פקלמן הניה 6,181392.05,662626.6,6134,694,0,527-207910,34.801372,32.056242,13/03/2026 00:44:42,"א, ג, ה",כל יום,בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,,34.801371906248214,32.056244204609676
48938,64525,8,רוטשילד,39, ,39 ,רוטשילד 39 ,178812.84,663498.77,7454,3,0,527-64525,34.774024,32.06402,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,ב,לא קיים פינוי,ROTHSHILD,34.77402427016841,32.064019464325604
48939,64531,8,רוטשילד,47, ,47 ,רוטשילד 47 ,178892.94,663528.56,7454,8,0,527-64531,34.774871,32.064291,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,ROTHSHILD,34.77487123181473,32.064290984081424
48940,123660,3038,השחף,1, ,1 ,השחף 1 ,176583.1,661990.79,9004,71,0,527-123660,34.750479,32.050345,13/03/2026 00:44:42,כל השבוע,"א, ב, ד, ה, ו",בימים א' ו- ג' 06:00 - 18:00,ד,ה,HASHAHAF,34.75047913187119,32.05033851844471
48941,214991,1229,ארניה אוסוולדו,22,,22,ארניה אוסוולדו 22,179913.71,664297.31,7101,18,0,527-214991,34.785649,32.071258,13/03/2026 00:44:42,,,בימים ב' ו- ד' 06:00 - 18:00,,,ARANHA,34.7856493903027,32.07125956657048
48942,120147,787,לסקוב חיים,16,א,16א,לסקוב חיים 16א,179678.08,664384.85,7099,99,0,527-120147,34.78315,32.07204,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,א,ד,LASKOV,34.78315032405184,32.072040740654046
48943,81255,496,אבן גבירול,146, ,146 ,אבן גבירול 146 ,179644.81,666280.1,6213,64,0,527-81255,34.782719,32.089129,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,"א,ו","ב,ד",IBN GVIROL,34.78271951313026,32.08913040119399
48944,71521,151,אחווה,21, ,21 ,אחווה 21 ,177972.44,663240.85,6929,49,0,527-71521,34.765136,32.061665,13/03/2026 00:44:42,כל השבוע,"א, ג, ה",בימים א' ו- ג' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,ACHVA,34.765135823885394,32.06166311471232
48945,128094,4884,4884,9, ,9 ,4884 9 ,181591.4,661353.01,6137,166,0,527-128094,34.803532,32.044764,13/03/2026 00:44:42,כל השבוע,"א, ג, ה",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,4884,34.8035328947926,32.04476597230347
48946,119403,594,ויסוצקי,8, ,8 ,ויסוצקי 8 ,180796.08,666176.02,6108,765,0,527-119403,34.794919,32.08823,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,א,"ד,ה",WISSOTZKY,34.794918707319155,32.08823179500228
48947,88156,800,נמיר מרדכי,69, ,69 ,נמיר מרדכי 69 ,180811.51,666145.99,6108,764,0,527-88156,34.795083,32.08796,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,א,"ד,ה",NAMIR,34.79508334648262,32.08796156731944
48948,54882,3001,ירושלים,217,א,217א,ירושלים 217א,176695.83,659902.1,7050,159,0,527-54882,34.751765,32.031514,13/03/2026 00:44:42,כל השבוע,"א, ד, ו",בימים א' ו- ג' 06:00 - 18:00,ד,ה,YERUSHALAYIM,34.75176544691847,32.03150750949507
48949,111601,3715,קהילת קנדה,30, ,30 ,קהילת קנדה 30 ,176765.98,659825.79,7050,196,0,527-111601,34.752511,32.030828,13/03/2026 00:44:42,כל השבוע,"א, ד",בימים א' ו- ג' 06:00 - 18:00,,לא קיים פינוי,CANADA COMMUNITY,34.75251142567151,32.030821981245104
48950,214135,3008,ארליך,12,ב,12ב,ארליך 12ב,177114.72,661486.77,7045,202,0,527-214135,34.75613,32.045818,13/03/2026 00:44:42,,,בימים א' ו- ג' 06:00 - 18:00,ד,לא קיים פינוי,DR. EHRLICH,34.756130184565656,32.0458134463627
48951,201231,1185,ישראל טל,5,,5,ישראל טל 5,179738.55,663490.66,7077,71,0,527-201231,34.783827,32.063978,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,,,Israel Tall,34.783827678046805,32.063979206283825
48952,201234,1185,ישראל טל,9,,9,ישראל טל 9,179768.58,663482.72,7077,71,0,527-201234,34.784146,32.063907,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,Israel Tall,34.78414600599113,32.06390874394385
48953,125857,3566,רבנו חננאל,1, ,1 ,רבנו חננאל 1 ,178111.19,662385.15,7052,169,0,527-125857,34.766642,32.053953,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,RABENU HANAN'EL,34.76664180188534,32.05395170234727
48954,214156,3676,אורים,39,א,39א,אורים 39א,180576.75,661623.5,6136,98,0,527-214156,34.792779,32.047169,13/03/2026 00:44:42,,,בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,URIM,34.792779369620106,32.04717077257898
48955,119199,509,לינקולן,3,א,3א,לינקולן 3א,179510.96,663885.79,7103,46,0,527-119199,34.781401,32.067533,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,ב,א,LINCOLN,34.7814010732775,32.0675343982063
48956,206851,1355,אליאב אריה לובה,24,,24,אליאב אריה לובה 24,179877.52,664327.46,7101,18,0,527-206851,34.785265,32.071529,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,Eliav Arie Lova,34.785264848955165,32.07153017924037
48957,82490,532,התעשיה,7, ,7 ,התעשיה 7 ,179992.99,663875.46,7104,55,0,527-82490,34.786506,32.067457,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,HATA'ASIYA,34.786506287992516,32.067458159059285
48958,71587,152,שלוש,32, ,32 ,שלוש 32 ,177974.77,663111.77,6928,21,0,527-71587,34.765166,32.060501,13/03/2026 00:44:42,כל השבוע,כל יום,בימים א' ו- ג' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,A. CHELOUSHE,34.76516603207543,32.060499170115314
48959,91769,887,בת יפתח,3, ,3 ,בת יפתח 3 ,184360.12,669883.39,6336,222,0,527-91769,34.832536,32.121783,13/03/2026 00:44:42,"א, ג, ה","ב, ד, ו",בימים א' ו- ג' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,BAT YIFTACH,34.83253558410022,32.12178036659591
48960,125860,3566,רבנו חננאל,7, ,7 ,רבנו חננאל 7 ,178174.68,662367.6,7052,57,0,527-125860,34.767315,32.053797,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,RABENU HANAN'EL,34.76731490573388,32.05379574545727
48961,214718,3234,"כ""ץ יעקב יוסף",11,א,11א,"כ""ץ יעקב יוסף 11א",176727.0,660878.61,7047,98,0,527-214718,34.752052,32.040321,13/03/2026 00:44:42,,,בימים א' ו- ג' 06:00 - 18:00,,,KATZ,34.75205213550522,32.040314629734745
48962,124393,3141,דישון,5, ,5 ,דישון 5 ,176364.96,661195.14,8995,4,0,527-124393,34.748205,32.043163,13/03/2026 00:44:42,כל השבוע,"א, ג, ה",בימים א' ו- ג' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,DISHON,34.74820505222073,32.04315525765566
48963,194241,3142,3142,7,,7,3142 7,176363.44,661212.81,8995,3,0,527-194241,34.748188,32.043322,13/03/2026 00:44:42,כל השבוע,"א, ג, ה",בימים א' ו- ג' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,3142,34.748188207268456,32.04331456421379
48964,109779,3609,המשלטים,3, ,3 ,המשלטים 3 ,178949.23,661354.32,6984,46,0,527-109779,34.775559,32.044686,13/03/2026 00:44:42,כל השבוע,"א, ב, ד",בימים ב' ו- ד' 06:00 - 18:00,ד,ה,HAMISHLATIM,34.775558837413406,32.044686271122636
48965,213418,2436,2436,21,,21,2436 21,179988.44,667937.57,6634,223,0,527-213418,34.786292,32.104088,13/03/2026 00:44:42,,,בימים ב' ו- ד' 06:00 - 18:00,,,,34.78629140901619,32.10408901850789
48966,213419,2436,2436,23,,23,2436 23,180068.76,667918.24,6634,228,0,527-213419,34.787143,32.103916,13/03/2026 00:44:42,,,בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,,34.7871431146874,32.103917508682116
48967,124781,3199,בת ים,5,א,5א,בת ים 5א,176047.34,660240.27,7043,40,0,527-124781,34.744885,32.034541,13/03/2026 00:44:42,כל השבוע,"א, ג, ה",בימים א' ו- ג' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,BAT-YAM,34.744885366951706,32.0345323757255
48968,214582,3829,שוקן זלמן,20,א,20א,שוקן זלמן 20א,178627.4,662241.16,7061,93,0,527-214582,34.772114,32.052673,13/03/2026 00:44:42,,,בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,ב,SHOKHEN,34.77211386840097,32.052671975424275
48969,214592,221,הושע,9,א,9א,הושע 9א,178742.29,666915.68,6962,221,0,527-214592,34.773133,32.09483,13/03/2026 00:44:42,,,בימים א' ו- ג' 06:00 - 18:00,ו,לא קיים פינוי,HOSHW'A,34.7731325409871,32.09482969529206
48970,127952,4871,4871,7, ,7 ,4871 7 ,182321.88,661618.32,6146,338,0,527-127952,34.811256,32.047182,13/03/2026 00:44:42,כל השבוע,"א, ב, ד, ה, ו",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,,34.81125667898749,32.0471826983521
48971,75032,222,שער ציון,7, ,7 ,שער ציון 7 ,178812.56,667018.42,6962,76,0,527-75032,34.773873,32.095759,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים א' ו- ג' 06:00 - 18:00,ו,לא קיים פינוי,SHA'AR TSIYON,34.77387257416329,32.09575868545193
48972,125128,3311,קבוץ גלויות,17, ,17 ,קבוץ גלויות 17 ,178026.83,662271.33,7052,154,0,527-125128,34.765753,32.052924,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,Kibbuts Galuiot,34.765753524115595,32.05292222849465
48973,125126,3311,קבוץ גלויות,15, ,15 ,קבוץ גלויות 15 ,177962.23,662296.75,7052,147,0,527-125126,34.765068,32.053151,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,Kibbuts Galuiot,34.76506840848473,32.05314902614262
48974,214606,3817,פארק המסילה,2,,2,פארק המסילה 2,177830.71,662895.0,7041,56,0,527-214606,34.76365,32.058542,13/03/2026 00:44:42,,,בימים א' ו- ג' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,PARK HAMESILLA,34.76364989910972,32.05853912555815
48975,214607,3817,פארק המסילה,4,,4,פארק המסילה 4,177889.2,662922.41,7041,28,0,527-214607,34.764268,32.058791,13/03/2026 00:44:42,,,בימים א' ו- ג' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,PARK HAMESILLA,34.76426810436919,32.05878842167611
48976,214610,3817,פארק המסילה,10,,10,פארק המסילה 10,178064.2,663046.5,6929,169,0,527-214610,34.766116,32.059916,13/03/2026 00:44:42,,,בימים א' ו- ג' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,PARK HAMESILLA,34.766115861599665,32.05991385470946
48977,197538,543,בן סרוק,11,,11,בן סרוק 11,179695.42,665962.66,6213,1473,0,527-197538,34.783269,32.086268,13/03/2026 00:44:42,,,בימים ב' ו- ד' 06:00 - 18:00,א,ה,BEN SARUK,34.783268725994965,32.08626962815783
48978,113969,4026,ליש,12, ,12 ,ליש 12 ,180082.32,662058.75,6979,5,0,527-113969,34.787526,32.051077,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,,,LA'YISH,34.78752658312928,32.051078656473855
48979,118256,200,הרברט סמואל,106, ,106 ,הרברט סמואל 106 ,178214.46,665317.86,6905,4,0,527-118256,34.767609,32.080403,13/03/2026 00:44:42,"א, ג, ה",כל יום,בימים א' ו- ג' 06:00 - 18:00,,,SAMUEL,34.76760967681593,32.08040183518699
48980,79646,430,אלישיב,25, ,25 ,אלישיב 25 ,178252.96,664107.71,7001,6,0,527-79646,34.768069,32.069492,13/03/2026 00:44:42,כל השבוע,"א, ב, ג, ד, ו",בימים א' ו- ג' 06:00 - 18:00  הגישה לרחוב זה מוגבלת  אנא הניחו את הערמה לפינוי בכתובת רבי מאיר 26,לא קיים פינוי,לא קיים פינוי,ELYASHIV,34.76806922914374,32.06949044164285
48981,214681,2438,2438,27,,27,2438 27,179897.96,668177.09,6896,46,0,527-214681,34.785323,32.106244,13/03/2026 00:44:42,,,בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,,34.78532292526221,32.10624579325744
48982,214680,2438,2438,25,,25,2438 25,179892.25,668131.41,6634,246,0,527-214680,34.785265,32.105832,13/03/2026 00:44:42,,,בימים ב' ו- ד' 06:00 - 18:00,,לא קיים פינוי,,34.78526427236519,32.10583369678221
48983,70280,115,זרובבל,25, ,25 ,זרובבל 25 ,178100.91,664187.46,6916,59,0,527-70280,34.766455,32.070206,13/03/2026 00:44:42,כל השבוע,כל יום,בימים א' ו- ג' 06:00 - 18:00,ו,ה,ZERUBAVEL,34.76645560978329,32.07020408146266
48984,130112,19,מרכז בעלי מלאכה,7, ,7 ,מרכז בעלי מלאכה 7 ,178637.15,664188.29,6933,25,0,527-130112,34.772134,32.070232,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,,,MERKAZ BA'ALEY MALKH,34.77213453138679,32.070231088105146
48985,131151,584,הזוהר,2, ,2 ,הזוהר 2 ,180939.11,666623.67,6107,476,0,527-131151,34.796416,32.092272,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,,,HaZohar,34.79641579697043,32.0922735060682
48986,78372,384,"הגר""א",35, ,35 ,"הגר""א 35 ",179614.48,662976.86,6977,18,0,527-78372,34.782535,32.05934,13/03/2026 00:44:42,כל השבוע,כל יום,בימים א' ו- ג' 06:00 - 18:00,ג,א,HAGHARA,34.78253498878958,32.0593415781976
48987,124380,3138,הלימון,6, ,6 ,הלימון 6 ,176384.39,661226.16,8991,22,0,527-124380,34.748409,32.043443,13/03/2026 00:44:42,כל השבוע,"א, ג, ה",בימים א' ו- ג' 06:00 - 18:00  הגישה לרחוב זה מוגבלת  אנא הניחו את הערמה לפינוי בכתובת קדם 79,לא קיים פינוי,לא קיים פינוי,HALIMON,34.74840936562745,32.04343573443606
